h_q1,h_dq1,h_q2,h_dq2,r_q1,r_dq1,r_q2,r_dq2,tau1,tau2,tau3,tau4
1.5707963267949,0,-2.72680758014944,1.29650902966967,1.5707963267949,0,-2.71984590240085,1.34837117116454,0,0,0,0
1.5707963267949,0,-2.68967464078159,2.10694716297342,1.5707963267949,0,-2.68162076685374,2.15723727293152,0,0,0,0
1.5707963267949,0,-2.63505720871285,2.90066046315596,1.5707963267949,0,-2.62594412626743,2.94157578162764,0,0,0,0
1.5707963267949,0,-2.58718115224613,3.43316783544823,1.5707963267949,0,-2.57745723557919,3.47775385193345,0,0,0,0
1.5707963267949,0,-2.53137734221771,3.9509163222795,1.5707963267949,0,-2.52101739798508,3.98726890675105,0,0,0,0
1.5707963267949,0,-2.43608599507169,4.66544151842079,1.5707963267949,0,-2.424996762193,4.70386173326152,0,0,0,0
1.5707963267949,0,-2.35885455942438,5.1418154420667,1.5707963267949,0,-2.34722106731942,5.16437319202728,0,0,0,0
1.5707963267949,0,-2.27441365167891,5.57741803302117,1.5707963267949,0,-2.2624483388075,5.60377292034468,0,0,0,0
1.5707963267949,0,-2.16730798443437,6.03609895045671,1.5707963267949,0,-2.15492771897669,6.04490504830463,0,0,0,0
1.5707963267949,0,-2.04466696109495,6.44204396775982,1.5707963267949,0,-2.0321936876521,6.46205609898353,0,0,0,0
1.5707963267949,0,-1.93933263150577,6.71438894895002,1.5707963267949,0,-1.92664309628747,6.70295182005166,0,0,0,0
1.5707963267949,0,-1.83915761944245,6.899032634332,1.5707963267949,0,-1.82663893745226,6.89918452971381,0,0,0,0
1.5707963267949,0,-1.72802667214947,7.03896585877278,1.5707963267949,0,-1.71559144776482,7.01857143606603,0,0,0,0
1.5707963267949,0,-1.59784813014476,7.10474377638473,1.5707963267949,0,-1.58585794770514,7.09110993045494,0,0,0,0
1.5707963267949,0,-1.47235675914487,7.08261056166543,1.5707963267949,0,-1.46070220292978,7.03903007640388,0,0,0,0
1.5707963267949,0,-1.36258559843271,6.98029805018918,1.5707963267949,0,-1.3516156676757,6.95235283813746,0,0,0,0
1.5707963267949,0,-1.25705901652203,6.82167023500118,1.5707963267949,0,-1.246602266896,6.77055982300818,0,0,0,0
1.5707963267949,0,-1.14731935136716,6.57697358572341,1.5707963267949,0,-1.13772241214104,6.53421142589862,0,0,0,0
1.5707963267949,0,-1.0327799028296,6.24142731768777,1.5707963267949,0,-1.02401112593538,6.17655222336045,0,0,0,0
1.5707963267949,0,-0.933461695706284,5.8650592604503,1.5707963267949,0,-0.925756838058007,5.81535294885546,0,0,0,0
1.5707963267949,0,-0.844919670193572,5.46481150053031,1.5707963267949,0,-0.838051783314018,5.39492562066632,0,0,0,0
1.5707963267949,0,-0.764525619604562,5.02701982575805,1.5707963267949,0,-0.75871504378904,4.96814616809581,0,0,0,0
1.5707963267949,0,-0.683793723417854,4.50965176874094,1.5707963267949,0,-0.679010661475235,4.43725532332844,0,0,0,0
1.5707963267949,0,-0.613896753066796,3.96914424863349,1.5707963267949,0,-0.610292586185297,3.90851294063651,0,0,0,0
1.5707963267949,0,-0.55412770757731,3.41830897318158,1.5707963267949,0,-0.551528567881445,3.34528790966199,0,0,0,0
1.5707963267949,0,-0.506620080404035,2.88365977331199,1.5707963267949,0,-0.505095487404793,2.82084769625538,0,0,0,0
1.5707963267949,0,-0.498333047654463,2.77884049049134,1.5707963267949,0,-0.496994384144998,2.71468152475265,0,0,0,0
